date,area,hour,time_slot,kwh
2026-01-08,A3,20,20:00-22:00,63.64
2026-01-08,A3,22,22:00-24:00,89.17
2026-01-08,A4,0,00:00-02:00,77.12
2026-01-08,A4,2,02:00-04:00,64.88
2026-01-08,A4,4,04:00-06:00,52.94
2026-01-08,A4,6,06:00-08:00,36.37
2026-01-08,A4,8,08:00-10:00,44.45
2026-01-08,A4,10,10:00-12:00,41.8
2026-01-08,A4,12,12:00-14:00,23.91
2026-01-08,A4,14,14:00-16:00,24.68
2026-01-08,A4,16,16:00-18:00,20.1
2026-01-08,A4,18,18:00-20:00,35.48
2026-01-08,A4,20,20:00-22:00,74.83
2026-01-08,A4,22,22:00-24:00,62.88
2026-01-08,A5,0,00:00-02:00,91.14
2026-01-08,A5,2,02:00-04:00,71.43
2026-01-08,A5,4,04:00-06:00,37.81
2026-01-08,A5,6,06:00-08:00,41.11
2026-01-08,A5,8,08:00-10:00,31.92
2026-01-08,A5,10,10:00-12:00,34.17
2026-01-08,A5,12,12:00-14:00,23.6
2026-01-08,A5,14,14:00-16:00,18.03
2026-01-08,A5,16,16:00-18:00,16.86
2026-01-08,A5,18,18:00-20:00,43.22
2026-01-08,A5,20,20:00-22:00,82.45
2026-01-08,A5,22,22:00-24:00,77.55
2026-01-08,A6,0,00:00-02:00,80.46
2026-01-08,A6,2,02:00-04:00,62.05
2026-01-08,A6,4,04:00-06:00,31.47
2026-01-08,A6,6,06:00-08:00,49.01
2026-01-08,A6,8,08:00-10:00,38.06
2026-01-08,A6,10,10:00-12:00,38.5
2026-01-08,A6,12,12:00-14:00,23.98
2026-01-08,A6,14,14:00-16:00,21.67
2026-01-08,A6,16,16:00-18:00,21.37
2026-01-08,A6,18,18:00-20:00,52.99
2026-01-08,A6,20,20:00-22:00,63.24
2026-01-08,A6,22,22:00-24:00,79.74
2026-01-08,B1,0,00:00-02:00,15.13
2026-01-08,B1,2,02:00-04:00,15.6
2026-01-08,B1,4,04:00-06:00,18.44
2026-01-08,B1,6,06:00-08:00,16.14
2026-01-08,B1,8,08:00-10:00,37.83
2026-01-08,B1,10,10:00-12:00,92.87
2026-01-08,B1,12,12:00-14:00,75.62
2026-01-08,B1,14,14:00-16:00,69.93
2026-01-08,B1,16,16:00-18:00,29.51
2026-01-08,B1,18,18:00-20:00,24.68
2026-01-08,B1,20,20:00-22:00,45.8
2026-01-08,B1,22,22:00-24:00,29.21
2026-01-08,B2,0,00:00-02:00,14.5
2026-01-08,B2,2,02:00-04:00,14.38
2026-01-08,B2,4,04:00-06:00,15.69
2026-01-08,B2,6,06:00-08:00,16.84
2026-01-08,B2,8,08:00-10:00,39.52
2026-01-08,B2,10,10:00-12:00,73.0
2026-01-08,B2,12,12:00-14:00,77.99
2026-01-08,B2,14,14:00-16:00,83.39
2026-01-08,B2,16,16:00-18:00,33.69
2026-01-08,B2,18,18:00-20:00,43.44
2026-01-08,B2,20,20:00-22:00,37.58
2026-01-08,B2,22,22:00-24:00,38.86
2026-01-08,B3,0,00:00-02:00,16.49
2026-01-08,B3,2,02:00-04:00,17.64
2026-01-08,B3,4,04:00-06:00,15.41
2026-01-08,B3,6,06:00-08:00,12.08
2026-01-08,B3,8,08:00-10:00,37.1
2026-01-08,B3,10,10:00-12:00,72.18
2026-01-08,B3,12,12:00-14:00,73.66
2026-01-08,B3,14,14:00-16:00,87.04
2026-01-08,B3,16,16:00-18:00,41.5
2026-01-08,B3,18,18:00-20:00,35.11
2026-01-08,B3,20,20:00-22:00,36.62
2026-01-08,B3,22,22:00-24:00,43.94
2026-01-08,C1,0,00:00-02:00,72.53
2026-01-08,C1,2,02:00-04:00,97.32
2026-01-08,C1,4,04:00-06:00,43.39
2026-01-08,C1,6,06:00-08:00,29.44
2026-01-08,C1,8,08:00-10:00,44.52
2026-01-08,C1,10,10:00-12:00,42.29
2026-01-08,C1,12,12:00-14:00,23.87
2026-01-08,C1,14,14:00-16:00,22.02
2026-01-08,C1,16,16:00-18:00,19.58
2026-01-08,C1,18,18:00-20:00,32.65
2026-01-08,C1,20,20:00-22:00,67.81
2026-01-08,C1,22,22:00-24:00,61.07
2026-01-08,C2,0,00:00-02:00,63.9
2026-01-08,C2,2,02:00-04:00,76.18
2026-01-08,C2,4,04:00-06:00,50.02
2026-01-08,C2,6,06:00-08:00,42.37
2026-01-08,C2,8,08:00-10:00,32.82
2026-01-08,C2,10,10:00-12:00,42.67
2026-01-08,C2,12,12:00-14:00,23.59
2026-01-08,C2,14,14:00-16:00,18.17
2026-01-08,C2,16,16:00-18:00,19.6
2026-01-08,C2,18,18:00-20:00,40.09
2026-01-08,C2,20,20:00-22:00,61.76
2026-01-08,C2,22,22:00-24:00,76.81
2026-01-08,C3,0,00:00-02:00,68.73
2026-01-08,C3,2,02:00-04:00,74.41
2026-01-08,C3,4,04:00-06:00,34.68
2026-01-08,C3,6,06:00-08:00,37.38
2026-01-08,C3,8,08:00-10:00,44.33
2026-01-08,C3,10,10:00-12:00,37.76
2026-01-08,C3,12,12:00-14:00,25.18
2026-01-08,C3,14,14:00-16:00,18.8
2026-01-08,C3,16,16:00-18:00,20.67
2026-01-08,C3,18,18:00-20:00,45.6
2026-01-08,C3,20,20:00-22:00,55.11
2026-01-08,C3,22,22:00-24:00,51.51
2026-01-08,C4,0,00:00-02:00,53.98
2026-01-08,C4,2,02:00-04:00,83.26
2026-01-08,C4,4,04:00-06:00,36.69
2026-01-08,C4,6,06:00-08:00,55.35
2026-01-08,C4,8,08:00-10:00,36.61
2026-01-08,C4,10,10:00-12:00,41.11
2026-01-08,C4,12,12:00-14:00,24.63
2026-01-08,C4,14,14:00-16:00,26.02
2026-01-08,C4,16,16:00-18:00,26.18
2026-01-08,C4,18,18:00-20:00,47.25
2026-01-08,C4,20,20:00-22:00,80.75
2026-01-08,C4,22,22:00-24:00,76.22
2026-01-08,C5,0,00:00-02:00,78.17
2026-01-08,C5,2,02:00-04:00,64.21
2026-01-08,C5,4,04:00-06:00,35.09
2026-01-08,C5,6,06:00-08:00,39.98
2026-01-08,C5,8,08:00-10:00,38.98
2026-01-08,C5,10,10:00-12:00,37.28
2026-01-08,C5,12,12:00-14:00,22.09
2026-01-08,C5,14,14:00-16:00,22.87
2026-01-08,C5,16,16:00-18:00,20.27
2026-01-08,C5,18,18:00-20:00,48.87
2026-01-08,C5,20,20:00-22:00,58.01
2026-01-08,C5,22,22:00-24:00,67.97
2026-01-08,C6,0,00:00-02:00,62.47
2026-01-08,C6,2,02:00-04:00,50.4
2026-01-08,C6,4,04:00-06:00,39.5
2026-01-08,C6,6,06:00-08:00,39.27
2026-01-08,C6,8,08:00-10:00,49.08
2026-01-08,C6,10,10:00-12:00,43.78
2026-01-08,C6,12,12:00-14:00,16.93
2026-01-08,C6,14,14:00-16:00,25.56
2026-01-08,C6,16,16:00-18:00,23.66
2026-01-08,C6,18,18:00-20:00,43.49
2026-01-08,C6,20,20:00-22:00,67.62
2026-01-08,C6,22,22:00-24:00,59.93
2026-01-08,Common Area,0,00:00-02:00,66.09
2026-01-08,Common Area,2,02:00-04:00,81.43
2026-01-08,Common Area,4,04:00-06:00,51.31
2026-01-08,Common Area,6,06:00-08:00,49.26
2026-01-08,Common Area,8,08:00-10:00,37.07
2026-01-08,Common Area,10,10:00-12:00,33.28
2026-01-08,Common Area,12,12:00-14:00,20.42
2026-01-08,Common Area,14,14:00-16:00,14.69
2026-01-08,Common Area,16,16:00-18:00,20.97
2026-01-08,Common Area,18,18:00-20:00,39.11
2026-01-08,Common Area,20,20:00-22:00,65.11
2026-01-08,Common Area,22,22:00-24:00,53.26
2026-01-09,A1,0,00:00-02:00,75.39
2026-01-09,A1,2,02:00-04:00,64.41
2026-01-09,A1,4,04:00-06:00,32.98
2026-01-09,A1,6,06:00-08:00,22.77
2026-01-09,A1,8,08:00-10:00,39.83
2026-01-09,A1,10,10:00-12:00,50.63
2026-01-09,A1,12,12:00-14:00,24.98
2026-01-09,A1,14,14:00-16:00,18.63
2026-01-09,A1,16,16:00-18:00,18.19
2026-01-09,A1,18,18:00-20:00,42.81
2026-01-09,A1,20,20:00-22:00,59.52
2026-01-09,A1,22,22:00-24:00,73.17
2026-01-09,A2,0,00:00-02:00,78.04
2026-01-09,A2,2,02:00-04:00,82.88
2026-01-09,A2,4,04:00-06:00,39.4
2026-01-09,A2,6,06:00-08:00,38.78
2026-01-09,A2,8,08:00-10:00,34.73
2026-01-09,A2,10,10:00-12:00,35.04
2026-01-09,A2,12,12:00-14:00,19.32
2026-01-09,A2,14,14:00-16:00,21.1
2026-01-09,A2,16,16:00-18:00,22.74
2026-01-09,A2,18,18:00-20:00,35.18
2026-01-09,A2,20,20:00-22:00,85.67
2026-01-09,A2,22,22:00-24:00,67.15
2026-01-09,A3,0,00:00-02:00,69.78
2026-01-09,A3,2,02:00-04:00,62.15
2026-01-09,A3,4,04:00-06:00,25.45
2026-01-09,A3,6,06:00-08:00,45.3
2026-01-09,A3,8,08:00-10:00,44.42
2026-01-09,A3,10,10:00-12:00,38.31
2026-01-09,A3,12,12:00-14:00,20.2
2026-01-09,A3,14,14:00-16:00,21.55
2026-01-09,A3,16,16:00-18:00,15.31
2026-01-09,A3,18,18:00-20:00,36.83
2026-01-09,A3,20,20:00-22:00,78.34
2026-01-09,A3,22,22:00-24:00,56.83
2026-01-09,A4,0,00:00-02:00,73.08
2026-01-09,A4,2,02:00-04:00,55.76
2026-01-09,A4,4,04:00-06:00,42.8
2026-01-09,A4,6,06:00-08:00,39.79
2026-01-09,A4,8,08:00-10:00,30.31
2026-01-09,A4,10,10:00-12:00,46.99
2026-01-09,A4,12,12:00-14:00,17.8
2026-01-09,A4,14,14:00-16:00,17.57
2026-01-09,A4,16,16:00-18:00,20.6
2026-01-09,A4,18,18:00-20:00,46.89
2026-01-09,A4,20,20:00-22:00,59.33
2026-01-09,A4,22,22:00-24:00,70.65
2026-01-09,A5,0,00:00-02:00,74.5
2026-01-09,A5,2,02:00-04:00,77.28
2026-01-09,A5,4,04:00-06:00,41.06
2026-01-09,A5,6,06:00-08:00,37.8
2026-01-09,A5,8,08:00-10:00,35.03
2026-01-09,A5,10,10:00-12:00,40.52
2026-01-09,A5,12,12:00-14:00,16.78
2026-01-09,A5,14,14:00-16:00,11.24
2026-01-09,A5,16,16:00-18:00,21.31
2026-01-09,A5,18,18:00-20:00,45.42
2026-01-09,A5,20,20:00-22:00,45.19
2026-01-09,A5,22,22:00-24:00,59.4
2026-01-09,A6,0,00:00-02:00,76.5
2026-01-09,A6,2,02:00-04:00,91.6
2026-01-09,A6,4,04:00-06:00,40.12
2026-01-09,A6,6,06:00-08:00,35.63
2026-01-09,A6,8,08:00-10:00,38.9
2026-01-09,A6,10,10:00-12:00,48.25
2026-01-09,A6,12,12:00-14:00,18.06
2026-01-09,A6,14,14:00-16:00,17.6
2026-01-09,A6,16,16:00-18:00,18.55
2026-01-09,A6,18,18:00-20:00,34.28
2026-01-09,A6,20,20:00-22:00,71.29
2026-01-09,A6,22,22:00-24:00,87.06
2026-01-09,B1,0,00:00-02:00,15.73
2026-01-09,B1,2,02:00-04:00,14.43
2026-01-09,B1,4,04:00-06:00,14.34
2026-01-09,B1,6,06:00-08:00,11.48
2026-01-09,B1,8,08:00-10:00,39.64
2026-01-09,B1,10,10:00-12:00,79.07
2026-01-09,B1,12,12:00-14:00,77.83
2026-01-09,B1,14,14:00-16:00,118.32
2026-01-09,B1,16,16:00-18:00,36.57
2026-01-09,B1,18,18:00-20:00,31.05
2026-01-09,B1,20,20:00-22:00,32.76
2026-01-09,B1,22,22:00-24:00,41.03
2026-01-09,B2,0,00:00-02:00,15.25
2026-01-09,B2,2,02:00-04:00,11.76
2026-01-09,B2,4,04:00-06:00,17.07
2026-01-09,B2,6,06:00-08:00,13.5
2026-01-09,B2,8,08:00-10:00,44.83
2026-01-09,B2,10,10:00-12:00,92.96
2026-01-09,B2,12,12:00-14:00,74.63
2026-01-09,B2,14,14:00-16:00,95.37
2026-01-09,B2,16,16:00-18:00,35.36
2026-01-09,B2,18,18:00-20:00,39.48
2026-01-09,B2,20,20:00-22:00,37.54
2026-01-09,B2,22,22:00-24:00,30.56
2026-01-09,B3,0,00:00-02:00,13.55
2026-01-09,B3,2,02:00-04:00,17.32
2026-01-09,B3,4,04:00-06:00,14.25
2026-01-09,B3,6,06:00-08:00,14.09
2026-01-09,B3,8,08:00-10:00,29.99
2026-01-09,B3,10,10:00-12:00,85.08
2026-01-09,B3,12,12:00-14:00,104.75
2026-01-09,B3,14,14:00-16:00,67.19
2026-01-09,B3,16,16:00-18:00,35.13
2026-01-09,B3,18,18:00-20:00,42.41
2026-01-09,B3,20,20:00-22:00,34.58
2026-01-09,B3,22,22:00-24:00,37.37
2026-01-09,C1,0,00:00-02:00,58.84
2026-01-09,C1,2,02:00-04:00,74.5
2026-01-09,C1,4,04:00-06:00,38.88
2026-01-09,C1,6,06:00-08:00,45.91
2026-01-09,C1,8,08:00-10:00,47.12
2026-01-09,C1,10,10:00-12:00,55.54
2026-01-09,C1,12,12:00-14:00,21.74
2026-01-09,C1,14,14:00-16:00,20.98
2026-01-09,C1,16,16:00-18:00,20.58
2026-01-09,C1,18,18:00-20:00,37.88
2026-01-09,C1,20,20:00-22:00,73.55
2026-01-09,C1,22,22:00-24:00,66.9
2026-01-09,C2,0,00:00-02:00,71.77
2026-01-09,C2,2,02:00-04:00,83.83
2026-01-09,C2,4,04:00-06:00,33.96
2026-01-09,C2,6,06:00-08:00,46.84
2026-01-09,C2,8,08:00-10:00,47.9
2026-01-09,C2,10,10:00-12:00,39.29
2026-01-09,C2,12,12:00-14:00,13.63
2026-01-09,C2,14,14:00-16:00,18.18
2026-01-09,C2,16,16:00-18:00,23.89
2026-01-09,C2,18,18:00-20:00,39.86
2026-01-09,C2,20,20:00-22:00,59.51
2026-01-09,C2,22,22:00-24:00,64.7
2026-01-09,C3,0,00:00-02:00,78.83
2026-01-09,C3,2,02:00-04:00,75.74
2026-01-09,C3,4,04:00-06:00,38.57
2026-01-09,C3,6,06:00-08:00,37.8
2026-01-09,C3,8,08:00-10:00,37.65
2026-01-09,C3,10,10:00-12:00,34.47
2026-01-09,C3,12,12:00-14:00,24.85
2026-01-09,C3,14,14:00-16:00,19.03
2026-01-09,C3,16,16:00-18:00,23.65
2026-01-09,C3,18,18:00-20:00,49.13
2026-01-09,C3,20,20:00-22:00,80.48
2026-01-09,C3,22,22:00-24:00,65.47
2026-01-09,C4,0,00:00-02:00,74.24
2026-01-09,C4,2,02:00-04:00,69.75
2026-01-09,C4,4,04:00-06:00,34.58
2026-01-09,C4,6,06:00-08:00,41.95
2026-01-09,C4,8,08:00-10:00,32.93
2026-01-09,C4,10,10:00-12:00,47.13
2026-01-09,C4,12,12:00-14:00,18.61
2026-01-09,C4,14,14:00-16:00,20.6
2026-01-09,C4,16,16:00-18:00,20.85
2026-01-09,C4,18,18:00-20:00,38.45
2026-01-09,C4,20,20:00-22:00,76.16
2026-01-09,C4,22,22:00-24:00,65.01
2026-01-09,C5,0,00:00-02:00,79.15
2026-01-09,C5,2,02:00-04:00,55.87
2026-01-09,C5,4,04:00-06:00,40.76
2026-01-09,C5,6,06:00-08:00,51.63
2026-01-09,C5,8,08:00-10:00,34.0
2026-01-09,C5,10,10:00-12:00,35.93
2026-01-09,C5,12,12:00-14:00,21.54
2026-01-09,C5,14,14:00-16:00,20.54
2026-01-09,C5,16,16:00-18:00,21.05
2026-01-09,C5,18,18:00-20:00,42.94
2026-01-09,C5,20,20:00-22:00,76.66
2026-01-09,C5,22,22:00-24:00,81.65
2026-01-09,C6,0,00:00-02:00,74.3
2026-01-09,C6,2,02:00-04:00,67.47
2026-01-09,C6,4,04:00-06:00,44.04
2026-01-09,C6,6,06:00-08:00,51.4
2026-01-09,C6,8,08:00-10:00,39.2
2026-01-09,C6,10,10:00-12:00,34.15
2026-01-09,C6,12,12:00-14:00,23.32
2026-01-09,C6,14,14:00-16:00,19.64
2026-01-09,C6,16,16:00-18:00,13.48
2026-01-09,C6,18,18:00-20:00,45.08
2026-01-09,C6,20,20:00-22:00,64.38
2026-01-09,C6,22,22:00-24:00,69.05
2026-01-09,Common Area,0,00:00-02:00,73.49
2026-01-09,Common Area,2,02:00-04:00,72.0
2026-01-09,Common Area,4,04:00-06:00,44.26
2026-01-09,Common Area,6,06:00-08:00,37.39
2026-01-09,Common Area,8,08:00-10:00,43.08
2026-01-09,Common Area,10,10:00-12:00,38.44
2026-01-09,Common Area,12,12:00-14:00,22.22
2026-01-09,Common Area,14,14:00-16:00,21.85
2026-01-09,Common Area,16,16:00-18:00,17.19
2026-01-09,Common Area,18,18:00-20:00,46.52
2026-01-09,Common Area,20,20:00-22:00,64.37
2026-01-09,Common Area,22,22:00-24:00,78.48
2026-01-10,A1,0,00:00-02:00,73.86
2026-01-10,A1,2,02:00-04:00,89.3
2026-01-10,A1,4,04:00-06:00,38.66
2026-01-10,A1,6,06:00-08:00,37.9
2026-01-10,A1,8,08:00-10:00,39.88
2026-01-10,A1,10,10:00-12:00,38.18
2026-01-10,A1,12,12:00-14:00,22.4
2026-01-10,A1,14,14:00-16:00,15.15
2026-01-10,A1,16,16:00-18:00,16.84
2026-01-10,A1,18,18:00-20:00,33.59
2026-01-10,A1,20,20:00-22:00,79.98
2026-01-10,A1,22,22:00-24:00,87.96
2026-01-10,A2,0,00:00-02:00,68.9
2026-01-10,A2,2,02:00-04:00,68.23
2026-01-10,A2,4,04:00-06:00,40.42
2026-01-10,A2,6,06:00-08:00,46.97
2026-01-10,A2,8,08:00-10:00,34.44
2026-01-10,A2,10,10:00-12:00,41.43
2026-01-10,A2,12,12:00-14:00,22.93
2026-01-10,A2,14,14:00-16:00,21.5
2026-01-10,A2,16,16:00-18:00,20.57
2026-01-10,A2,18,18:00-20:00,46.01
2026-01-10,A2,20,20:00-22:00,41.62
2026-01-10,A2,22,22:00-24:00,77.12
2026-01-10,A3,0,00:00-02:00,63.13
2026-01-10,A3,2,02:00-04:00,50.78
2026-01-10,A3,4,04:00-06:00,43.07
2026-01-10,A3,6,06:00-08:00,48.24
2026-01-10,A3,8,08:00-10:00,39.18
2026-01-10,A3,10,10:00-12:00,45.72
2026-01-10,A3,12,12:00-14:00,24.84
2026-01-10,A3,14,14:00-16:00,23.94
2026-01-10,A3,16,16:00-18:00,24.92
2026-01-10,A3,18,18:00-20:00,44.45
2026-01-10,A3,20,20:00-22:00,70.79
2026-01-10,A3,22,22:00-24:00,53.18
2026-01-10,A4,0,00:00-02:00,67.42
2026-01-10,A4,2,02:00-04:00,61.15
2026-01-10,A4,4,04:00-06:00,53.03
2026-01-10,A4,6,06:00-08:00,38.94
2026-01-10,A4,8,08:00-10:00,40.74
2026-01-10,A4,10,10:00-12:00,43.31
2026-01-10,A4,12,12:00-14:00,20.13
2026-01-10,A4,14,14:00-16:00,25.09
2026-01-10,A4,16,16:00-18:00,18.13
2026-01-10,A4,18,18:00-20:00,41.17
2026-01-10,A4,20,20:00-22:00,62.2
2026-01-10,A4,22,22:00-24:00,56.14
2026-01-10,A5,0,00:00-02:00,63.58
2026-01-10,A5,2,02:00-04:00,69.61
2026-01-10,A5,4,04:00-06:00,37.42
2026-01-10,A5,6,06:00-08:00,35.85
2026-01-10,A5,8,08:00-10:00,31.56
2026-01-10,A5,10,10:00-12:00,39.5
2026-01-10,A5,12,12:00-14:00,15.49
2026-01-10,A5,14,14:00-16:00,22.28
2026-01-10,A5,16,16:00-18:00,20.25
2026-01-10,A5,18,18:00-20:00,31.25
2026-01-10,A5,20,20:00-22:00,66.75
2026-01-10,A5,22,22:00-24:00,62.1
2026-01-10,A6,0,00:00-02:00,73.35
2026-01-10,A6,2,02:00-04:00,84.07
2026-01-10,A6,4,04:00-06:00,28.75
2026-01-10,A6,6,06:00-08:00,40.69
2026-01-10,A6,8,08:00-10:00,39.04
2026-01-10,A6,10,10:00-12:00,44.03
2026-01-10,A6,12,12:00-14:00,20.64
2026-01-10,A6,14,14:00-16:00,17.74
2026-01-10,A6,16,16:00-18:00,19.04
2026-01-10,A6,18,18:00-20:00,35.22
2026-01-10,A6,20,20:00-22:00,81.3
2026-01-10,A6,22,22:00-24:00,70.22
2026-01-10,B1,0,00:00-02:00,19.28
2026-01-10,B1,2,02:00-04:00,14.86
2026-01-10,B1,4,04:00-06:00,13.41
2026-01-10,B1,6,06:00-08:00,11.59
2026-01-10,B1,8,08:00-10:00,25.53
2026-01-10,B1,10,10:00-12:00,60.99
2026-01-10,B1,12,12:00-14:00,83.21
2026-01-10,B1,14,14:00-16:00,86.1
2026-01-10,B1,16,16:00-18:00,26.7
2026-01-10,B1,18,18:00-20:00,39.7
2026-01-10,B1,20,20:00-22:00,32.46
2026-01-10,B1,22,22:00-24:00,35.77
2026-01-10,B2,0,00:00-02:00,18.63
2026-01-10,B2,2,02:00-04:00,17.02
2026-01-10,B2,4,04:00-06:00,14.4
2026-01-10,B2,6,06:00-08:00,12.99
2026-01-10,B2,8,08:00-10:00,23.7
2026-01-10,B2,10,10:00-12:00,71.37
2026-01-10,B2,12,12:00-14:00,77.47
2026-01-10,B2,14,14:00-16:00,68.15
2026-01-10,B2,16,16:00-18:00,34.31
2026-01-10,B2,18,18:00-20:00,35.4
2026-01-10,B2,20,20:00-22:00,33.82
2026-01-10,B2,22,22:00-24:00,31.59
2026-01-10,B3,0,00:00-02:00,15.38
2026-01-10,B3,2,02:00-04:00,15.99
2026-01-10,B3,4,04:00-06:00,12.55
2026-01-10,B3,6,06:00-08:00,18.17
2026-01-10,B3,8,08:00-10:00,34.48
2026-01-10,B3,10,10:00-12:00,80.23
2026-01-10,B3,12,12:00-14:00,88.5
2026-01-10,B3,14,14:00-16:00,82.8
2026-01-10,B3,16,16:00-18:00,40.0
2026-01-10,B3,18,18:00-20:00,36.51
2026-01-10,B3,20,20:00-22:00,31.78
2026-01-10,B3,22,22:00-24:00,36.9
2026-01-10,C1,0,00:00-02:00,57.99
2026-01-10,C1,2,02:00-04:00,71.14
2026-01-10,C1,4,04:00-06:00,39.8
2026-01-10,C1,6,06:00-08:00,38.75
2026-01-10,C1,8,08:00-10:00,39.23
2026-01-10,C1,10,10:00-12:00,28.71
2026-01-10,C1,12,12:00-14:00,18.35
2026-01-10,C1,14,14:00-16:00,20.28
2026-01-10,C1,16,16:00-18:00,20.48
2026-01-10,C1,18,18:00-20:00,33.83
2026-01-10,C1,20,20:00-22:00,83.29
2026-01-10,C1,22,22:00-24:00,60.91
2026-01-10,C2,0,00:00-02:00,80.18
2026-01-10,C2,2,02:00-04:00,74.49
2026-01-10,C2,4,04:00-06:00,36.12
2026-01-10,C2,6,06:00-08:00,50.65
2026-01-10,C2,8,08:00-10:00,32.84
2026-01-10,C2,10,10:00-12:00,45.51
2026-01-10,C2,12,12:00-14:00,23.0
2026-01-10,C2,14,14:00-16:00,17.99
2026-01-10,C2,16,16:00-18:00,24.18
2026-01-10,C2,18,18:00-20:00,38.5
2026-01-10,C2,20,20:00-22:00,73.03
2026-01-10,C2,22,22:00-24:00,72.73
2026-01-10,C3,0,00:00-02:00,68.59
2026-01-10,C3,2,02:00-04:00,78.51
2026-01-10,C3,4,04:00-06:00,44.76
2026-01-10,C3,6,06:00-08:00,29.51
2026-01-10,C3,8,08:00-10:00,47.83
2026-01-10,C3,10,10:00-12:00,30.03
2026-01-10,C3,12,12:00-14:00,23.1
2026-01-10,C3,14,14:00-16:00,23.38
2026-01-10,C3,16,16:00-18:00,16.73
2026-01-10,C3,18,18:00-20:00,37.54
2026-01-10,C3,20,20:00-22:00,58.39
2026-01-10,C3,22,22:00-24:00,67.74
2026-01-10,C4,0,00:00-02:00,66.77
2026-01-10,C4,2,02:00-04:00,78.19
2026-01-10,C4,4,04:00-06:00,47.86
2026-01-10,C4,6,06:00-08:00,48.37
2026-01-10,C4,8,08:00-10:00,36.63
2026-01-10,C4,10,10:00-12:00,38.74
2026-01-10,C4,12,12:00-14:00,14.95
2026-01-10,C4,14,14:00-16:00,17.58
2026-01-10,C4,16,16:00-18:00,22.89
2026-01-10,C4,18,18:00-20:00,49.69
2026-01-10,C4,20,20:00-22:00,57.04
2026-01-10,C4,22,22:00-24:00,63.78
2026-01-10,C5,0,00:00-02:00,69.72
2026-01-10,C5,2,02:00-04:00,72.94
2026-01-10,C5,4,04:00-06:00,35.14
2026-01-10,C5,6,06:00-08:00,42.54
2026-01-10,C5,8,08:00-10:00,37.16
2026-01-10,C5,10,10:00-12:00,39.91
2026-01-10,C5,12,12:00-14:00,21.64
2026-01-10,C5,14,14:00-16:00,20.02
2026-01-10,C5,16,16:00-18:00,18.69
2026-01-10,C5,18,18:00-20:00,39.34
2026-01-10,C5,20,20:00-22:00,69.07
2026-01-10,C5,22,22:00-24:00,66.11
2026-01-10,C6,0,00:00-02:00,67.28
2026-01-10,C6,2,02:00-04:00,86.79
2026-01-10,C6,4,04:00-06:00,43.37
2026-01-10,C6,6,06:00-08:00,38.23
2026-01-10,C6,8,08:00-10:00,44.18
2026-01-10,C6,10,10:00-12:00,38.0
2026-01-10,C6,12,12:00-14:00,23.52
2026-01-10,C6,14,14:00-16:00,21.11
2026-01-10,C6,16,16:00-18:00,19.68
2026-01-10,C6,18,18:00-20:00,42.69
2026-01-10,C6,20,20:00-22:00,53.51
2026-01-10,C6,22,22:00-24:00,58.17
2026-01-10,Common Area,0,00:00-02:00,57.46
2026-01-10,Common Area,2,02:00-04:00,71.5
2026-01-10,Common Area,4,04:00-06:00,50.4
2026-01-10,Common Area,6,06:00-08:00,53.39
2026-01-10,Common Area,8,08:00-10:00,43.83
2026-01-10,Common Area,10,10:00-12:00,43.01
2026-01-10,Common Area,12,12:00-14:00,14.6
2026-01-10,Common Area,14,14:00-16:00,18.37
2026-01-10,Common Area,16,16:00-18:00,17.64
2026-01-10,Common Area,18,18:00-20:00,36.27
2026-01-10,Common Area,20,20:00-22:00,68.23
2026-01-10,Common Area,22,22:00-24:00,65.04
2026-01-11,A1,0,00:00-02:00,49.22
2026-01-11,A1,2,02:00-04:00,77.85
2026-01-11,A1,4,04:00-06:00,33.56
2026-01-11,A1,6,06:00-08:00,41.44
2026-01-11,A1,8,08:00-10:00,52.44
2026-01-11,A1,10,10:00-12:00,34.48
2026-01-11,A1,12,12:00-14:00,12.41
2026-01-11,A1,14,14:00-16:00,19.14
2026-01-11,A1,16,16:00-18:00,23.3
2026-01-11,A1,18,18:00-20:00,51.75
2026-01-11,A1,20,20:00-22:00,57.09
2026-01-11,A1,22,22:00-24:00,75.22
2026-01-11,A2,0,00:00-02:00,65.11
2026-01-11,A2,2,02:00-04:00,68.89
2026-01-11,A2,4,04:00-06:00,55.87
2026-01-11,A2,6,06:00-08:00,30.98
2026-01-11,A2,8,08:00-10:00,41.52
2026-01-11,A2,10,10:00-12:00,42.81
2026-01-11,A2,12,12:00-14:00,23.26
2026-01-11,A2,14,14:00-16:00,20.29
2026-01-11,A2,16,16:00-18:00,20.92
2026-01-11,A2,18,18:00-20:00,37.65
2026-01-11,A2,20,20:00-22:00,72.83
2026-01-11,A2,22,22:00-24:00,66.4
2026-01-11,A3,0,00:00-02:00,76.53
2026-01-11,A3,2,02:00-04:00,66.12
2026-01-11,A3,4,04:00-06:00,42.26
2026-01-11,A3,6,06:00-08:00,39.82
2026-01-11,A3,8,08:00-10:00,46.76
2026-01-11,A3,10,10:00-12:00,39.69
2026-01-11,A3,12,12:00-14:00,14.68
2026-01-11,A3,14,14:00-16:00,23.79
2026-01-11,A3,16,16:00-18:00,17.28
2026-01-11,A3,18,18:00-20:00,36.08
2026-01-11,A3,20,20:00-22:00,63.75
2026-01-11,A3,22,22:00-24:00,84.43
2026-01-11,A4,0,00:00-02:00,47.58
